lab.id,site,unique.id,moisture.trt,temp.trt,moisturePercent.gwc,total.dwe.added,cumulativeCO2Flux,Latitude,Longitude,MAT_c,MAP_mm,Elevation_m
462,SERC,SERC_S_T0_P25,20,25,26.96905978,1.255827556,23.52762849,38.89008,-76.56001,13.6,1075,15
463,TALL,TALL_S_T0_P05,20,25,17.98174987,1.254259258,21.62599568,32.95046,-87.39327,17.2,1383,135
464,TALL,TALL_S_T0_P06,20,25,18.1046444,1.254449317,21.18702764,32.95046,-87.39327,17.2,1383,135
465,TALL,TALL_S_T0_P28,20,25,10.59259259,1.267642769,23.26949661,32.95046,-87.39327,17.2,1383,135
466,TREE,TREE_S_T0_P11,20,25,47.46207643,1.237108527,19.78863994,45.49369,-89.58571,4.8,797,472
467,TREE,TREE_S_T0_P31,20,25,17.85232312,1.244739774,11.162629,45.49369,-89.58571,4.8,797,472
468,TREE,TREE_S_T0_P35,20,25,16.58066187,1.269744974,22.32517716,45.49369,-89.58571,4.8,797,472
469,BART,BART_S_T0_P03,40,25,67.40843535,1.243767022,58.5826248,44.06388,-71.28731,6.2,1325,232
470,BART,BART_S_T0_P20,40,25,49.14695341,1.252458983,35.82696576,44.06388,-71.28731,6.2,1325,232
471,BART,BART_S_T0_P21,40,25,54.40921026,1.23899976,51.35418071,44.06388,-71.28731,6.2,1325,232
472,GRSM,GRSM_S_T0_P03,40,25,48.0938006,1.255827577,46.67804793,35.68896,-83.50195,13.1,1375,579
473,GRSM,GRSM_S_T0_P05,40,25,27.9067089,1.260417904,50.75610545,35.68896,-83.50195,13.1,1375,579
474,GRSM,GRSM_S_T0_P19,40,25,32.66141985,1.259278835,47.35363505,35.68896,-83.50195,13.1,1375,579
475,LENO,LENO_S_T0_P04,40,25,27.95005359,1.246268334,53.55253888,31.85388,-88.16122,18.1,1386,20
476,LENO,LENO_S_T0_P21,40,25,24.6188527,1.260106162,58.23480948,31.85388,-88.16122,18.1,1386,20
477,LENO,LENO_S_T0_P34,40,25,28.09437457,1.249023438,53.25775377,31.85388,-88.16122,18.1,1386,20
478,SERC,SERC_S_T0_P06,40,25,36.38742448,1.286573899,56.8820114,38.89008,-76.56001,13.6,1075,15
479,SERC,SERC_S_T0_P24,40,25,30.3151192,1.250431124,58.27849416,38.89008,-76.56001,13.6,1075,15
480,SERC,SERC_S_T0_P25,40,25,26.96905978,1.240689612,43.88093172,38.89008,-76.56001,13.6,1075,15
481,TALL,TALL_S_T0_P05,40,25,17.98174987,1.251506703,40.10626245,32.95046,-87.39327,17.2,1383,135
482,TALL,TALL_S_T0_P06,40,25,18.1046444,1.259451046,49.95833974,32.95046,-87.39327,17.2,1383,135
483,TALL,TALL_S_T0_P28,40,25,10.59259259,1.255294388,42.55513606,32.95046,-87.39327,17.2,1383,135
484,TREE,TREE_S_T0_P11,40,25,47.46207643,1.256157189,49.4915551,45.49369,-89.58571,4.8,797,472
485,TREE,TREE_S_T0_P31,40,25,17.85232312,1.275613407,41.4453,45.49369,-89.58571,4.8,797,472
486,TREE,TREE_S_T0_P35,40,25,16.58066187,1.267242394,47.21845305,45.49369,-89.58571,4.8,797,472
487,BART,BART_S_T0_P03,60,25,67.40843535,1.250884503,49.70194483,44.06388,-71.28731,6.2,1325,232
488,BART,BART_S_T0_P20,60,25,49.14695341,1.252820812,47.851502,44.06388,-71.28731,6.2,1325,232
489,BART,BART_S_T0_P21,60,25,54.40921026,1.246469037,41.78881294,44.06388,-71.28731,6.2,1325,232
490,GRSM,GRSM_S_T0_P03,60,25,48.0938006,1.250596613,45.40807068,35.68896,-83.50195,13.1,1375,579
491,GRSM,GRSM_S_T0_P05,60,25,27.9067089,1.25619951,50.49354508,35.68896,-83.50195,13.1,1375,579
492,GRSM,GRSM_S_T0_P19,60,25,32.66141985,1.259050678,52.14075502,35.68896,-83.50195,13.1,1375,579
493,LENO,LENO_S_T0_P04,60,25,27.95005359,1.245852238,54.75327241,31.85388,-88.16122,18.1,1386,20
494,LENO,LENO_S_T0_P21,60,25,24.6188527,1.259994211,46.9855752,31.85388,-88.16122,18.1,1386,20
495,LENO,LENO_S_T0_P34,60,25,28.09437457,1.244121649,38.77508393,31.85388,-88.16122,18.1,1386,20
496,SERC,SERC_S_T0_P06,60,25,36.38742448,1.241179449,45.60944862,38.89008,-76.56001,13.6,1075,15
497,SERC,SERC_S_T0_P24,60,25,30.3151192,1.247675497,45.64623809,38.89008,-76.56001,13.6,1075,15
498,SERC,SERC_S_T0_P25,60,25,26.96905978,1.255584216,44.65108905,38.89008,-76.56001,13.6,1075,15
499,TALL,TALL_S_T0_P05,60,25,17.98174987,1.248166043,40.03452308,32.95046,-87.39327,17.2,1383,135
500,TALL,TALL_S_T0_P06,60,25,18.1046444,1.270067622,47.6246235,32.95046,-87.39327,17.2,1383,135
501,TALL,TALL_S_T0_P28,60,25,10.59259259,1.285985983,39.26373235,32.95046,-87.39327,17.2,1383,135
502,TREE,TREE_S_T0_P11,60,25,47.46207643,1.255484939,53.2525643,45.49369,-89.58571,4.8,797,472
503,TREE,TREE_S_T0_P31,60,25,17.85232312,1.25723522,53.90550429,45.49369,-89.58571,4.8,797,472
504,TREE,TREE_S_T0_P35,60,25,16.58066187,1.258506363,41.55836978,45.49369,-89.58571,4.8,797,472
505,BART,BART_S_T0_P03,80,25,67.40843535,1.252675034,49.37555684,44.06388,-71.28731,6.2,1325,232
506,BART,BART_S_T0_P20,80,25,49.14695341,1.266854897,50.49987165,44.06388,-71.28731,6.2,1325,232
507,BART,BART_S_T0_P21,80,25,54.40921026,1.246020536,57.44649172,44.06388,-71.28731,6.2,1325,232
508,GRSM,GRSM_S_T0_P03,80,25,48.0938006,1.243179435,55.83013424,35.68896,-83.50195,13.1,1375,579
509,GRSM,GRSM_S_T0_P05,80,25,27.9067089,1.262495033,53.30899615,35.68896,-83.50195,13.1,1375,579
510,GRSM,GRSM_S_T0_P19,80,25,32.66141985,1.24896223,59.26404031,35.68896,-83.50195,13.1,1375,579
511,LENO,LENO_S_T0_P04,80,25,27.95005359,1.254637728,55.39971234,31.85388,-88.16122,18.1,1386,20
512,LENO,LENO_S_T0_P21,80,25,24.6188527,1.244564417,50.73080329,31.85388,-88.16122,18.1,1386,20
513,LENO,LENO_S_T0_P34,80,25,28.09437457,1.25630258,42.93900027,31.85388,-88.16122,18.1,1386,20
514,SERC,SERC_S_T0_P06,80,25,36.38742448,1.2609104,45.4615289,38.89008,-76.56001,13.6,1075,15
515,SERC,SERC_S_T0_P24,80,25,30.3151192,1.243803602,38.26001702,38.89008,-76.56001,13.6,1075,15
516,SERC,SERC_S_T0_P25,80,25,26.96905978,1.266858937,44.15517734,38.89008,-76.56001,13.6,1075,15
517,TALL,TALL_S_T0_P05,80,25,17.98174987,1.24270588,40.36015264,32.95046,-87.39327,17.2,1383,135
518,TALL,TALL_S_T0_P06,80,25,18.1046444,1.250843778,39.19070211,32.95046,-87.39327,17.2,1383,135
519,TALL,TALL_S_T0_P28,80,25,10.59259259,1.270041531,46.07946368,32.95046,-87.39327,17.2,1383,135
520,TREE,TREE_S_T0_P11,80,25,47.46207643,1.252210104,51.46499839,45.49369,-89.58571,4.8,797,472
521,TREE,TREE_S_T0_P31,80,25,17.85232312,1.289095993,59.1522772,45.49369,-89.58571,4.8,797,472
522,TREE,TREE_S_T0_P35,80,25,16.58066187,1.288646327,47.58854013,45.49369,-89.58571,4.8,797,472
523,BART,BART_S_T0_P03,100,25,67.40843535,1.270752262,51.45650632,44.06388,-71.28731,6.2,1325,232
524,BART,BART_S_T0_P20,100,25,49.14695341,1.264392387,47.76526304,44.06388,-71.28731,6.2,1325,232
525,BART,BART_S_T0_P21,100,25,54.40921026,1.256247875,38.15546319,44.06388,-71.28731,6.2,1325,232
526,GRSM,GRSM_S_T0_P03,100,25,48.0938006,1.250653928,45.82068817,35.68896,-83.50195,13.1,1375,579
527,GRSM,GRSM_S_T0_P05,100,25,27.9067089,1.238584871,43.89153775,35.68896,-83.50195,13.1,1375,579
528,GRSM,GRSM_S_T0_P19,100,25,32.66141985,1.258219263,46.39095899,35.68896,-83.50195,13.1,1375,579
529,LENO,LENO_S_T0_P04,100,25,27.95005359,1.247804642,38.61404761,31.85388,-88.16122,18.1,1386,20
530,LENO,LENO_S_T0_P21,100,25,24.6188527,1.261811175,33.23714303,31.85388,-88.16122,18.1,1386,20
531,LENO,LENO_S_T0_P34,100,25,28.09437457,1.255130206,44.5563514,31.85388,-88.16122,18.1,1386,20
532,SERC,SERC_S_T0_P06,100,25,36.38742448,1.252366964,43.71578744,38.89008,-76.56001,13.6,1075,15
533,SERC,SERC_S_T0_P24,100,25,30.3151192,1.254024279,34.76335862,38.89008,-76.56001,13.6,1075,15
534,SERC,SERC_S_T0_P25,100,25,26.96905978,1.25030666,43.0538108,38.89008,-76.56001,13.6,1075,15
535,TALL,TALL_S_T0_P05,100,25,17.98174987,1.234892059,45.12954586,32.95046,-87.39327,17.2,1383,135
536,TALL,TALL_S_T0_P06,100,25,18.1046444,1.261165451,43.39403327,32.95046,-87.39327,17.2,1383,135
537,TALL,TALL_S_T0_P28,100,25,10.59259259,1.282106353,33.94555384,32.95046,-87.39327,17.2,1383,135
538,TREE,TREE_S_T0_P11,100,25,47.46207643,1.254576901,39.93595995,45.49369,-89.58571,4.8,797,472
539,TREE,TREE_S_T0_P31,100,25,17.85232312,1.249428822,46.06848175,45.49369,-89.58571,4.8,797,472
540,TREE,TREE_S_T0_P35,100,25,16.58066187,1.275106549,47.44670671,45.49369,-89.58571,4.8,797,472
541,BART,BART_S_T0_P17,20,15,62.14822335,1.255052519,9.243294901,44.06388,-71.28731,6.2,1325,232
542,BART,BART_S_T0_P30,20,15,51.04821803,1.250191775,6.030527101,44.06388,-71.28731,6.2,1325,232
543,BART,BART_S_T0_P32,20,15,37.63694844,1.252024286,5.408721254,44.06388,-71.28731,6.2,1325,232
544,GRSM,GRSM_S_T0_P01,20,15,42.56946113,1.248783877,11.09231772,35.68896,-83.50195,13.1,1375,579
545,GRSM,GRSM_S_T0_P08,20,15,43.65258798,1.254723079,6.719696714,35.68896,-83.50195,13.1,1375,579
546,GRSM,GRSM_S_T0_P18,20,15,35.12759896,1.258168057,4.641700236,35.68896,-83.50195,13.1,1375,579
547,LENO,LENO_S_T0_P01,20,15,27.57374719,1.239322558,2.332451712,31.85388,-88.16122,18.1,1386,20
548,LENO,LENO_S_T0_P18,20,15,26.32672634,1.2442635,2.186168885,31.85388,-88.16122,18.1,1386,20
549,LENO,LENO_S_T0_P19,20,15,23.51864607,1.252743388,2.82011071,31.85388,-88.16122,18.1,1386,20
550,SERC,SERC_S_T0_P02,20,15,28.490589,1.248611454,3.456858974,38.89008,-76.56001,13.6,1075,15
551,SERC,SERC_S_T0_P21,20,15,22.76632633,1.25280969,4.192302341,38.89008,-76.56001,13.6,1075,15
552,SERC,SERC_S_T0_P36,20,15,28.89856282,1.26365559,3.482154423,38.89008,-76.56001,13.6,1075,15
553,TALL,TALL_S_T0_P10,20,15,13.15692053,1.23956647,4.554383734,32.95046,-87.39327,17.2,1383,135
554,TALL,TALL_S_T0_P19,20,15,10.46633757,1.245773246,4.60045117,32.95046,-87.39327,17.2,1383,135
555,TALL,TALL_S_T0_P31,20,15,19.78358106,1.261103326,3.262629069,32.95046,-87.39327,17.2,1383,135
556,TREE,TREE_S_T0_P03,20,15,54.90203959,1.272062222,3.859874314,45.49369,-89.58571,4.8,797,472
557,TREE,TREE_S_T0_P08,20,15,79.38597422,1.24059177,16.10730752,45.49369,-89.58571,4.8,797,472
558,TREE,TREE_S_T0_P21,20,15,18.04582048,1.259849072,3.701771842,45.49369,-89.58571,4.8,797,472
559,BART,BART_S_T0_P17,40,15,62.14822335,1.258836377,21.16525126,44.06388,-71.28731,6.2,1325,232
560,BART,BART_S_T0_P30,40,15,51.04821803,1.248493343,18.28929,44.06388,-71.28731,6.2,1325,232
561,BART,BART_S_T0_P32,40,15,37.63694844,1.242765179,20.4509811,44.06388,-71.28731,6.2,1325,232
562,GRSM,GRSM_S_T0_P01,40,15,42.56946113,1.254428238,22.99202927,35.68896,-83.50195,13.1,1375,579
563,GRSM,GRSM_S_T0_P08,40,15,43.65258798,1.246802545,22.20834742,35.68896,-83.50195,13.1,1375,579
564,GRSM,GRSM_S_T0_P18,40,15,35.12759896,1.2593016,19.79344576,35.68896,-83.50195,13.1,1375,579
565,LENO,LENO_S_T0_P01,40,15,27.57374719,1.248817489,18.66668022,31.85388,-88.16122,18.1,1386,20
566,LENO,LENO_S_T0_P18,40,15,26.32672634,1.244289131,18.15827787,31.85388,-88.16122,18.1,1386,20
567,LENO,LENO_S_T0_P19,40,15,23.51864607,1.247109172,15.25008829,31.85388,-88.16122,18.1,1386,20
568,SERC,SERC_S_T0_P02,40,15,28.490589,1.283886298,17.15854323,38.89008,-76.56001,13.6,1075,15
569,SERC,SERC_S_T0_P21,40,15,22.76632633,1.238380462,20.44923304,38.89008,-76.56001,13.6,1075,15
570,SERC,SERC_S_T0_P36,40,15,28.89856282,1.279480617,21.84099426,38.89008,-76.56001,13.6,1075,15
571,TALL,TALL_S_T0_P10,40,15,13.15692053,1.257673171,14.33757475,32.95046,-87.39327,17.2,1383,135
572,TALL,TALL_S_T0_P19,40,15,10.46633757,1.268241138,19.86283911,32.95046,-87.39327,17.2,1383,135
573,TALL,TALL_S_T0_P31,40,15,19.78358106,1.283622602,14.89205322,32.95046,-87.39327,17.2,1383,135
574,TREE,TREE_S_T0_P03,40,15,54.90203959,1.279395841,25.44079363,45.49369,-89.58571,4.8,797,472
575,TREE,TREE_S_T0_P08,40,15,79.38597422,1.248718958,28.22406114,45.49369,-89.58571,4.8,797,472
576,TREE,TREE_S_T0_P21,40,15,18.04582048,1.238834692,14.66626687,45.49369,-89.58571,4.8,797,472
577,BART,BART_S_T0_P17,60,15,62.14822335,1.249571538,24.62055939,44.06388,-71.28731,6.2,1325,232
578,BART,BART_S_T0_P30,60,15,51.04821803,1.249903306,33.83702383,44.06388,-71.28731,6.2,1325,232
579,BART,BART_S_T0_P32,60,15,37.63694844,1.250720537,31.24908308,44.06388,-71.28731,6.2,1325,232
580,GRSM,GRSM_S_T0_P01,60,15,42.56946113,1.250624346,33.95242146,35.68896,-83.50195,13.1,1375,579
581,GRSM,GRSM_S_T0_P08,60,15,43.65258798,1.24010909,31.24875456,35.68896,-83.50195,13.1,1375,579
582,GRSM,GRSM_S_T0_P18,60,15,35.12759896,1.262076173,22.63262715,35.68896,-83.50195,13.1,1375,579
583,LENO,LENO_S_T0_P01,60,15,27.57374719,1.258977665,26.09337411,31.85388,-88.16122,18.1,1386,20
584,LENO,LENO_S_T0_P18,60,15,26.32672634,1.241575216,24.55225353,31.85388,-88.16122,18.1,1386,20
585,LENO,LENO_S_T0_P19,60,15,23.51864607,1.248310577,27.99795595,31.85388,-88.16122,18.1,1386,20
586,SERC,SERC_S_T0_P02,60,15,28.490589,1.232753338,25.54503227,38.89008,-76.56001,13.6,1075,15
587,SERC,SERC_S_T0_P21,60,15,22.76632633,1.261474079,27.72050432,38.89008,-76.56001,13.6,1075,15
588,SERC,SERC_S_T0_P36,60,15,28.89856282,1.252140271,24.19707392,38.89008,-76.56001,13.6,1075,15
589,TALL,TALL_S_T0_P10,60,15,13.15692053,1.25946749,21.52226303,32.95046,-87.39327,17.2,1383,135
590,TALL,TALL_S_T0_P19,60,15,10.46633757,1.257305347,21.35434113,32.95046,-87.39327,17.2,1383,135
591,TALL,TALL_S_T0_P31,60,15,19.78358106,1.258126782,21.80243831,32.95046,-87.39327,17.2,1383,135
592,TREE,TREE_S_T0_P03,60,15,54.90203959,1.252463439,31.99104628,45.49369,-89.58571,4.8,797,472
593,TREE,TREE_S_T0_P08,60,15,79.38597422,1.243999118,33.51056508,45.49369,-89.58571,4.8,797,472
594,TREE,TREE_S_T0_P21,60,15,18.04582048,1.252280732,21.38974477,45.49369,-89.58571,4.8,797,472
595,BART,BART_S_T0_P17,80,15,62.14822335,1.253139438,30.58375411,44.06388,-71.28731,6.2,1325,232
596,BART,BART_S_T0_P30,80,15,51.04821803,1.24327213,32.75981377,44.06388,-71.28731,6.2,1325,232
597,BART,BART_S_T0_P32,80,15,37.63694844,1.251477646,31.06005053,44.06388,-71.28731,6.2,1325,232
598,GRSM,GRSM_S_T0_P01,80,15,42.56946113,1.252962831,29.92471705,35.68896,-83.50195,13.1,1375,579
599,GRSM,GRSM_S_T0_P08,80,15,43.65258798,1.249015662,36.80439193,35.68896,-83.50195,13.1,1375,579
600,GRSM,GRSM_S_T0_P18,80,15,35.12759896,1.263282059,28.72239185,35.68896,-83.50195,13.1,1375,579
601,LENO,LENO_S_T0_P01,80,15,27.57374719,1.249593833,29.54051306,31.85388,-88.16122,18.1,1386,20
602,LENO,LENO_S_T0_P18,80,15,26.32672634,1.248034471,24.2830473,31.85388,-88.16122,18.1,1386,20
603,LENO,LENO_S_T0_P19,80,15,23.51864607,1.257019588,27.23798432,31.85388,-88.16122,18.1,1386,20
604,SERC,SERC_S_T0_P02,80,15,28.490589,1.248299244,25.12859014,38.89008,-76.56001,13.6,1075,15
605,SERC,SERC_S_T0_P21,80,15,22.76632633,1.248583381,25.29114411,38.89008,-76.56001,13.6,1075,15
606,SERC,SERC_S_T0_P36,80,15,28.89856282,1.24521621,22.28367132,38.89008,-76.56001,13.6,1075,15
607,TALL,TALL_S_T0_P10,80,15,13.15692053,1.27233791,22.98676442,32.95046,-87.39327,17.2,1383,135
608,TALL,TALL_S_T0_P19,80,15,10.46633757,1.280709737,16.92999641,32.95046,-87.39327,17.2,1383,135
609,TALL,TALL_S_T0_P31,80,15,19.78358106,1.275774621,27.21419484,32.95046,-87.39327,17.2,1383,135
610,TREE,TREE_S_T0_P03,80,15,54.90203959,1.255433144,33.54631408,45.49369,-89.58571,4.8,797,472
611,TREE,TREE_S_T0_P08,80,15,79.38597422,1.263960655,35.07360992,45.49369,-89.58571,4.8,797,472
612,TREE,TREE_S_T0_P21,80,15,18.04582048,1.259780083,18.16436726,45.49369,-89.58571,4.8,797,472
613,BART,BART_S_T0_P17,100,15,62.14822335,1.246920101,30.81644059,44.06388,-71.28731,6.2,1325,232
614,BART,BART_S_T0_P30,100,15,51.04821803,1.248342993,27.97141876,44.06388,-71.28731,6.2,1325,232
615,BART,BART_S_T0_P32,100,15,37.63694844,1.249305404,30.20784728,44.06388,-71.28731,6.2,1325,232
616,GRSM,GRSM_S_T0_P01,100,15,42.56946113,1.245156742,30.21851551,35.68896,-83.50195,13.1,1375,579
617,GRSM,GRSM_S_T0_P08,100,15,43.65258798,1.249693184,20.74613132,35.68896,-83.50195,13.1,1375,579
618,GRSM,GRSM_S_T0_P18,100,15,35.12759896,1.249812862,31.21511433,35.68896,-83.50195,13.1,1375,579
619,LENO,LENO_S_T0_P01,100,15,27.57374719,1.251926123,26.62217354,31.85388,-88.16122,18.1,1386,20
620,LENO,LENO_S_T0_P18,100,15,26.32672634,1.246650479,25.54965465,31.85388,-88.16122,18.1,1386,20
621,LENO,LENO_S_T0_P19,100,15,23.51864607,1.245707103,23.22593722,31.85388,-88.16122,18.1,1386,20
622,SERC,SERC_S_T0_P02,100,15,28.490589,1.258825035,21.26436372,38.89008,-76.56001,13.6,1075,15
623,SERC,SERC_S_T0_P21,100,15,22.76632633,1.271538363,27.24784439,38.89008,-76.56001,13.6,1075,15
624,SERC,SERC_S_T0_P36,100,15,28.89856282,1.251247906,24.81955803,38.89008,-76.56001,13.6,1075,15
625,TALL,TALL_S_T0_P10,100,15,13.15692053,1.305563937,26.25846665,32.95046,-87.39327,17.2,1383,135
626,TALL,TALL_S_T0_P19,100,15,10.46633757,1.256654321,24.69572322,32.95046,-87.39327,17.2,1383,135
627,TALL,TALL_S_T0_P31,100,15,19.78358106,1.261787304,30.06589567,32.95046,-87.39327,17.2,1383,135
628,TREE,TREE_S_T0_P03,100,15,54.90203959,1.261641136,32.57993974,45.49369,-89.58571,4.8,797,472
629,TREE,TREE_S_T0_P08,100,15,79.38597422,1.241535722,33.64905389,45.49369,-89.58571,4.8,797,472
630,TREE,TREE_S_T0_P21,100,15,18.04582048,1.258098246,32.30390081,45.49369,-89.58571,4.8,797,472
631,BART,BART_S_T0_P17,20,25,62.14822335,1.25394262,20.0692088,44.06388,-71.28731,6.2,1325,232
632,BART,BART_S_T0_P30,20,25,51.04821803,1.249482862,20.16282296,44.06388,-71.28731,6.2,1325,232
633,BART,BART_S_T0_P32,20,25,37.63694844,1.247444978,15.10379727,44.06388,-71.28731,6.2,1325,232
634,GRSM,GRSM_S_T0_P01,20,25,42.56946113,1.240323648,25.33634386,35.68896,-83.50195,13.1,1375,579
635,GRSM,GRSM_S_T0_P08,20,25,43.65258798,1.253223739,17.8636884,35.68896,-83.50195,13.1,1375,579
636,GRSM,GRSM_S_T0_P18,20,25,35.12759896,1.242112265,14.39120349,35.68896,-83.50195,13.1,1375,579
637,LENO,LENO_S_T0_P01,20,25,27.57374719,1.256981931,28.02189934,31.85388,-88.16122,18.1,1386,20
638,LENO,LENO_S_T0_P18,20,25,26.32672634,1.256003181,13.53224474,31.85388,-88.16122,18.1,1386,20
639,LENO,LENO_S_T0_P19,20,25,23.51864607,1.24726889,12.06688381,31.85388,-88.16122,18.1,1386,20
640,SERC,SERC_S_T0_P02,20,25,28.490589,1.280048992,13.53482496,38.89008,-76.56001,13.6,1075,15
641,SERC,SERC_S_T0_P21,20,25,22.76632633,1.260699694,11.41849134,38.89008,-76.56001,13.6,1075,15
642,SERC,SERC_S_T0_P36,20,25,28.89856282,1.266521685,14.96951564,38.89008,-76.56001,13.6,1075,15
643,TALL,TALL_S_T0_P10,20,25,13.15692053,1.23827502,25.00970786,32.95046,-87.39327,17.2,1383,135
644,TALL,TALL_S_T0_P19,20,25,10.46633757,1.262849015,14.43463667,32.95046,-87.39327,17.2,1383,135
645,TALL,TALL_S_T0_P31,20,25,19.78358106,1.238937345,19.4250651,32.95046,-87.39327,17.2,1383,135
646,TREE,TREE_S_T0_P03,20,25,54.90203959,1.269191849,22.82145914,45.49369,-89.58571,4.8,797,472
647,TREE,TREE_S_T0_P08,20,25,79.38597422,1.251036354,34.96417524,45.49369,-89.58571,4.8,797,472
648,TREE,TREE_S_T0_P21,20,25,18.04582048,1.267108884,14.99688894,45.49369,-89.58571,4.8,797,472
649,BART,BART_S_T0_P17,40,25,62.14822335,1.256084349,33.05339858,44.06388,-71.28731,6.2,1325,232
650,BART,BART_S_T0_P30,40,25,51.04821803,1.246218876,37.86796436,44.06388,-71.28731,6.2,1325,232
651,BART,BART_S_T0_P32,40,25,37.63694844,1.253045594,41.08613712,44.06388,-71.28731,6.2,1325,232
652,GRSM,GRSM_S_T0_P01,40,25,42.56946113,1.246429643,43.40921383,35.68896,-83.50195,13.1,1375,579
653,GRSM,GRSM_S_T0_P08,40,25,43.65258798,1.238991998,36.91386986,35.68896,-83.50195,13.1,1375,579
654,GRSM,GRSM_S_T0_P18,40,25,35.12759896,1.260001597,33.45610563,35.68896,-83.50195,13.1,1375,579
655,LENO,LENO_S_T0_P01,40,25,27.57374719,1.256179082,37.76024778,31.85388,-88.16122,18.1,1386,20
656,LENO,LENO_S_T0_P18,40,25,26.32672634,1.257436854,39.51141399,31.85388,-88.16122,18.1,1386,20
657,LENO,LENO_S_T0_P19,40,25,23.51864607,1.254043301,29.83864313,31.85388,-88.16122,18.1,1386,20
658,SERC,SERC_S_T0_P02,40,25,28.490589,1.245900776,37.63291459,38.89008,-76.56001,13.6,1075,15
659,SERC,SERC_S_T0_P21,40,25,22.76632633,1.24266569,34.62342921,38.89008,-76.56001,13.6,1075,15
660,SERC,SERC_S_T0_P36,40,25,28.89856282,1.252478471,42.1406088,38.89008,-76.56001,13.6,1075,15
661,TALL,TALL_S_T0_P10,40,25,13.15692053,1.241441953,44.97025304,32.95046,-87.39327,17.2,1383,135
662,TALL,TALL_S_T0_P19,40,25,10.46633757,1.253526985,33.18950033,32.95046,-87.39327,17.2,1383,135
663,TALL,TALL_S_T0_P31,40,25,19.78358106,1.244666422,33.74656778,32.95046,-87.39327,17.2,1383,135
664,TREE,TREE_S_T0_P03,40,25,54.90203959,1.244720481,41.70684452,45.49369,-89.58571,4.8,797,472
665,TREE,TREE_S_T0_P08,40,25,79.38597422,1.270491978,50.75806273,45.49369,-89.58571,4.8,797,472
666,TREE,TREE_S_T0_P21,40,25,18.04582048,1.26931995,35.30010055,45.49369,-89.58571,4.8,797,472
667,BART,BART_S_T0_P17,60,25,62.14822335,1.254973958,45.62665544,44.06388,-71.28731,6.2,1325,232
668,BART,BART_S_T0_P30,60,25,51.04821803,1.243453959,51.80814291,44.06388,-71.28731,6.2,1325,232
669,BART,BART_S_T0_P32,60,25,37.63694844,1.250162146,48.68814668,44.06388,-71.28731,6.2,1325,232
670,GRSM,GRSM_S_T0_P01,60,25,42.56946113,1.243567211,45.60306155,35.68896,-83.50195,13.1,1375,579
671,GRSM,GRSM_S_T0_P08,60,25,43.65258798,1.247422367,46.24874848,35.68896,-83.50195,13.1,1375,579
672,GRSM,GRSM_S_T0_P18,60,25,35.12759896,1.257717974,32.61344425,35.68896,-83.50195,13.1,1375,579
673,LENO,LENO_S_T0_P01,60,25,27.57374719,1.258095918,47.7144385,31.85388,-88.16122,18.1,1386,20
674,LENO,LENO_S_T0_P18,60,25,26.32672634,1.246075839,38.12566076,31.85388,-88.16122,18.1,1386,20
675,LENO,LENO_S_T0_P19,60,25,23.51864607,1.246510292,41.86787509,31.85388,-88.16122,18.1,1386,20
676,SERC,SERC_S_T0_P02,60,25,28.490589,1.243505047,46.26642512,38.89008,-76.56001,13.6,1075,15
677,SERC,SERC_S_T0_P21,60,25,22.76632633,1.254954785,47.49413786,38.89008,-76.56001,13.6,1075,15
678,SERC,SERC_S_T0_P36,60,25,28.89856282,1.247256567,41.9202912,38.89008,-76.56001,13.6,1075,15
679,TALL,TALL_S_T0_P10,60,25,13.15692053,1.247712652,45.53829463,32.95046,-87.39327,17.2,1383,135
680,TALL,TALL_S_T0_P19,60,25,10.46633757,1.298554873,39.8156139,32.95046,-87.39327,17.2,1383,135
681,TALL,TALL_S_T0_P31,60,25,19.78358106,1.266732344,48.21013224,32.95046,-87.39327,17.2,1383,135
682,TREE,TREE_S_T0_P03,60,25,54.90203959,1.245265299,47.34638134,45.49369,-89.58571,4.8,797,472
683,TREE,TREE_S_T0_P08,60,25,79.38597422,1.254497848,62.98423964,45.49369,-89.58571,4.8,797,472
684,TREE,TREE_S_T0_P21,60,25,18.04582048,1.257889424,34.22863295,45.49369,-89.58571,4.8,797,472
685,BART,BART_S_T0_P17,80,25,62.14822335,1.247971655,45.78508658,44.06388,-71.28731,6.2,1325,232
686,BART,BART_S_T0_P30,80,25,51.04821803,1.248212765,42.8666083,44.06388,-71.28731,6.2,1325,232
687,BART,BART_S_T0_P32,80,25,37.63694844,1.245776659,49.54737644,44.06388,-71.28731,6.2,1325,232
688,GRSM,GRSM_S_T0_P01,80,25,42.56946113,1.24578612,48.71921316,35.68896,-83.50195,13.1,1375,579
689,GRSM,GRSM_S_T0_P08,80,25,43.65258798,1.243534395,50.1781681,35.68896,-83.50195,13.1,1375,579
690,GRSM,GRSM_S_T0_P18,80,25,35.12759896,1.248608316,34.0090182,35.68896,-83.50195,13.1,1375,579
691,LENO,LENO_S_T0_P01,80,25,27.57374719,1.237524689,47.62364816,31.85388,-88.16122,18.1,1386,20
692,LENO,LENO_S_T0_P18,80,25,26.32672634,1.244880682,48.12925022,31.85388,-88.16122,18.1,1386,20
693,LENO,LENO_S_T0_P19,80,25,23.51864607,1.255910743,44.6852937,31.85388,-88.16122,18.1,1386,20
