lab.id,site,unique.id,moisture.trt,temp.trt,moisturePercent.gwc,total.dwe.added,cumulativeCO2Flux,Latitude,Longitude,MAT_c,MAP_mm,Elevation_m
230,TALL,TALL_S_T0_P09,60,15,10.92916429,1.252843784,22.86782579,32.95046,-87.39327,17.2,1383,135
231,TALL,TALL_S_T0_P29,60,15,5.913222753,1.250624895,20.13820542,32.95046,-87.39327,17.2,1383,135
232,TREE,TREE_S_T0_P04,60,15,32.52446265,1.256246385,22.45304604,45.49369,-89.58571,4.8,797,472
233,TREE,TREE_S_T0_P14,60,15,29.48843925,1.256923314,25.48819225,45.49369,-89.58571,4.8,797,472
234,TREE,TREE_S_T0_P15,60,15,20.41676753,1.254249337,23.84441171,45.49369,-89.58571,4.8,797,472
235,BART,BART_S_T0_P22,80,15,46.6349975,1.247617691,26.93562551,44.06388,-71.28731,6.2,1325,232
236,BART,BART_S_T0_P23,80,15,59.05432111,1.241233647,31.8933139,44.06388,-71.28731,6.2,1325,232
237,BART,BART_S_T0_P26,80,15,65.55140671,1.243237414,32.06237617,44.06388,-71.28731,6.2,1325,232
238,GRSM,GRSM_S_T0_P14,80,15,21.96572298,1.243352855,29.48642885,35.68896,-83.50195,13.1,1375,579
239,GRSM,GRSM_S_T0_P22,80,15,36.78869518,1.258412338,30.4233277,35.68896,-83.50195,13.1,1375,579
240,GRSM,GRSM_S_T0_P26,80,15,54.35919371,1.259245156,30.10419492,35.68896,-83.50195,13.1,1375,579
241,LENO,LENO_S_T0_P02,80,15,23.10139553,1.250910068,22.5716506,31.85388,-88.16122,18.1,1386,20
242,LENO,LENO_S_T0_P08,80,15,23.9842933,1.239033381,28.50979293,31.85388,-88.16122,18.1,1386,20
243,LENO,LENO_S_T0_P12,80,15,48.08277783,1.25700675,26.37569068,31.85388,-88.16122,18.1,1386,20
244,SERC,SERC_S_T0_P08,80,15,29.04578374,1.256317903,24.34847102,38.89008,-76.56001,13.6,1075,15
245,SERC,SERC_S_T0_P09,80,15,30.41308729,1.244444612,25.57550174,38.89008,-76.56001,13.6,1075,15
246,SERC,SERC_S_T0_P19,80,15,28.12844298,1.309141549,19.8210703,38.89008,-76.56001,13.6,1075,15
247,TALL,TALL_S_T0_P08,80,15,36.78445904,1.248409889,25.89425097,32.95046,-87.39327,17.2,1383,135
248,TALL,TALL_S_T0_P09,80,15,10.92916429,1.25568263,24.05994971,32.95046,-87.39327,17.2,1383,135
249,TALL,TALL_S_T0_P29,80,15,5.913222753,1.256405845,24.04969027,32.95046,-87.39327,17.2,1383,135
250,TREE,TREE_S_T0_P04,80,15,32.52446265,1.250781603,24.16455387,45.49369,-89.58571,4.8,797,472
251,TREE,TREE_S_T0_P14,80,15,29.48843925,1.256414228,29.41621325,45.49369,-89.58571,4.8,797,472
252,TREE,TREE_S_T0_P15,80,15,20.41676753,1.256634942,25.15446574,45.49369,-89.58571,4.8,797,472
253,BART,BART_S_T0_P22,100,15,46.6349975,1.241837782,23.81791448,44.06388,-71.28731,6.2,1325,232
254,BART,BART_S_T0_P23,100,15,59.05432111,1.243178835,29.14603688,44.06388,-71.28731,6.2,1325,232
255,BART,BART_S_T0_P26,100,15,65.55140671,1.239598833,33.47992043,44.06388,-71.28731,6.2,1325,232
256,GRSM,GRSM_S_T0_P14,100,15,21.96572298,1.265444353,28.01871734,35.68896,-83.50195,13.1,1375,579
257,GRSM,GRSM_S_T0_P22,100,15,36.78869518,1.265307016,25.14349788,35.68896,-83.50195,13.1,1375,579
258,GRSM,GRSM_S_T0_P26,100,15,54.35919371,1.253684473,26.1100476,35.68896,-83.50195,13.1,1375,579
259,LENO,LENO_S_T0_P02,100,15,23.10139553,1.247422313,27.29622569,31.85388,-88.16122,18.1,1386,20
260,LENO,LENO_S_T0_P08,100,15,23.9842933,1.243656122,28.49060829,31.85388,-88.16122,18.1,1386,20
261,LENO,LENO_S_T0_P12,100,15,48.08277783,1.285909351,22.74630462,31.85388,-88.16122,18.1,1386,20
262,SERC,SERC_S_T0_P08,100,15,29.04578374,1.263262923,27.36595839,38.89008,-76.56001,13.6,1075,15
263,SERC,SERC_S_T0_P09,100,15,30.41308729,1.246628917,24.19669882,38.89008,-76.56001,13.6,1075,15
264,SERC,SERC_S_T0_P19,100,15,28.12844298,1.301368014,20.67870514,38.89008,-76.56001,13.6,1075,15
265,TALL,TALL_S_T0_P08,100,15,36.78445904,1.251100457,20.45451585,32.95046,-87.39327,17.2,1383,135
266,TALL,TALL_S_T0_P09,100,15,10.92916429,1.253004226,27.52880654,32.95046,-87.39327,17.2,1383,135
267,TALL,TALL_S_T0_P29,100,15,5.913222753,1.256768957,25.47130353,32.95046,-87.39327,17.2,1383,135
268,TREE,TREE_S_T0_P04,100,15,32.52446265,1.250567363,27.69837709,45.49369,-89.58571,4.8,797,472
269,TREE,TREE_S_T0_P14,100,15,29.48843925,1.249023885,30.24863237,45.49369,-89.58571,4.8,797,472
270,TREE,TREE_S_T0_P15,100,15,20.41676753,1.252411416,23.55466941,45.49369,-89.58571,4.8,797,472
271,BART,BART_S_T0_P22,20,25,46.6349975,1.263124898,16.94933378,44.06388,-71.28731,6.2,1325,232
272,BART,BART_S_T0_P23,20,25,59.05432111,1.270787009,17.21358238,44.06388,-71.28731,6.2,1325,232
273,BART,BART_S_T0_P26,20,25,65.55140671,1.258832235,12.82202082,44.06388,-71.28731,6.2,1325,232
274,GRSM,GRSM_S_T0_P14,20,25,21.96572298,1.25448704,15.2239629,35.68896,-83.50195,13.1,1375,579
275,GRSM,GRSM_S_T0_P22,20,25,36.78869518,1.266693172,21.32080137,35.68896,-83.50195,13.1,1375,579
276,GRSM,GRSM_S_T0_P26,20,25,54.35919371,1.25508486,8.649558869,35.68896,-83.50195,13.1,1375,579
277,LENO,LENO_S_T0_P02,20,25,23.10139553,1.240216756,6.107365215,31.85388,-88.16122,18.1,1386,20
278,LENO,LENO_S_T0_P08,20,25,23.9842933,1.275055263,7.043070591,31.85388,-88.16122,18.1,1386,20
279,LENO,LENO_S_T0_P12,20,25,48.08277783,1.256793,22.80303706,31.85388,-88.16122,18.1,1386,20
280,SERC,SERC_S_T0_P08,20,25,29.04578374,1.250188244,14.40492112,38.89008,-76.56001,13.6,1075,15
281,SERC,SERC_S_T0_P09,20,25,30.41308729,1.249318582,11.92752351,38.89008,-76.56001,13.6,1075,15
282,SERC,SERC_S_T0_P19,20,25,28.12844298,1.248455498,7.256358196,38.89008,-76.56001,13.6,1075,15
283,TALL,TALL_S_T0_P08,20,25,36.78445904,1.260551389,13.24177007,32.95046,-87.39327,17.2,1383,135
284,TALL,TALL_S_T0_P09,20,25,10.92916429,1.254080493,8.23566958,32.95046,-87.39327,17.2,1383,135
285,TALL,TALL_S_T0_P29,20,25,5.913222753,1.253446663,10.0131902,32.95046,-87.39327,17.2,1383,135
286,TREE,TREE_S_T0_P04,20,25,32.52446265,1.2540851,11.92836135,45.49369,-89.58571,4.8,797,472
287,TREE,TREE_S_T0_P14,20,25,29.48843925,1.25243762,12.71827095,45.49369,-89.58571,4.8,797,472
288,TREE,TREE_S_T0_P15,20,25,20.41676753,1.261035455,12.31830212,45.49369,-89.58571,4.8,797,472
289,BART,BART_S_T0_P22,40,25,46.6349975,1.244470877,41.5023168,44.06388,-71.28731,6.2,1325,232
290,BART,BART_S_T0_P23,40,25,59.05432111,1.243467114,36.93401607,44.06388,-71.28731,6.2,1325,232
291,BART,BART_S_T0_P26,40,25,65.55140671,1.254363314,45.71369802,44.06388,-71.28731,6.2,1325,232
292,GRSM,GRSM_S_T0_P14,40,25,21.96572298,1.242571489,95.50377657,35.68896,-83.50195,13.1,1375,579
293,GRSM,GRSM_S_T0_P22,40,25,36.78869518,1.260438984,45.29695203,35.68896,-83.50195,13.1,1375,579
294,GRSM,GRSM_S_T0_P26,40,25,54.35919371,1.270443634,42.88594956,35.68896,-83.50195,13.1,1375,579
295,LENO,LENO_S_T0_P02,40,25,23.10139553,1.2386582,50.33229998,31.85388,-88.16122,18.1,1386,20
296,LENO,LENO_S_T0_P08,40,25,23.9842933,1.252927877,37.90305923,31.85388,-88.16122,18.1,1386,20
297,LENO,LENO_S_T0_P12,40,25,48.08277783,1.252026409,46.13370598,31.85388,-88.16122,18.1,1386,20
298,SERC,SERC_S_T0_P08,40,25,29.04578374,1.255053468,50.28540283,38.89008,-76.56001,13.6,1075,15
299,SERC,SERC_S_T0_P09,40,25,30.41308729,1.244671626,47.6368111,38.89008,-76.56001,13.6,1075,15
300,SERC,SERC_S_T0_P19,40,25,28.12844298,1.243567123,39.65346461,38.89008,-76.56001,13.6,1075,15
301,TALL,TALL_S_T0_P08,40,25,36.78445904,1.246635737,49.18270362,32.95046,-87.39327,17.2,1383,135
302,TALL,TALL_S_T0_P09,40,25,10.92916429,1.253214914,42.77404247,32.95046,-87.39327,17.2,1383,135
303,TALL,TALL_S_T0_P29,40,25,5.913222753,1.252656724,46.93711487,32.95046,-87.39327,17.2,1383,135
304,TREE,TREE_S_T0_P04,40,25,32.52446265,1.259437821,34.86660054,45.49369,-89.58571,4.8,797,472
305,TREE,TREE_S_T0_P14,40,25,29.48843925,1.246628626,36.93394318,45.49369,-89.58571,4.8,797,472
306,TREE,TREE_S_T0_P15,40,25,20.41676753,1.249428449,36.58249503,45.49369,-89.58571,4.8,797,472
307,BART,BART_S_T0_P22,60,25,46.6349975,1.257273413,44.53301375,44.06388,-71.28731,6.2,1325,232
308,BART,BART_S_T0_P23,60,25,59.05432111,1.249536347,37.24206009,44.06388,-71.28731,6.2,1325,232
309,BART,BART_S_T0_P26,60,25,65.55140671,1.239267425,56.06245975,44.06388,-71.28731,6.2,1325,232
310,GRSM,GRSM_S_T0_P14,60,25,21.96572298,1.286055216,47.87254981,35.68896,-83.50195,13.1,1375,579
311,GRSM,GRSM_S_T0_P22,60,25,36.78869518,1.26431536,44.54221636,35.68896,-83.50195,13.1,1375,579
312,GRSM,GRSM_S_T0_P26,60,25,54.35919371,1.29015841,46.14040568,35.68896,-83.50195,13.1,1375,579
313,LENO,LENO_S_T0_P02,60,25,23.10139553,1.261578775,54.5561692,31.85388,-88.16122,18.1,1386,20
314,LENO,LENO_S_T0_P08,60,25,23.9842933,1.23839817,44.09378881,31.85388,-88.16122,18.1,1386,20
315,LENO,LENO_S_T0_P12,60,25,48.08277783,1.242868107,44.20213778,31.85388,-88.16122,18.1,1386,20
316,SERC,SERC_S_T0_P08,60,25,29.04578374,1.251566877,42.45751535,38.89008,-76.56001,13.6,1075,15
317,SERC,SERC_S_T0_P09,60,25,30.41308729,1.253812273,42.73184584,38.89008,-76.56001,13.6,1075,15
318,SERC,SERC_S_T0_P19,60,25,28.12844298,1.23775696,45.45983802,38.89008,-76.56001,13.6,1075,15
319,TALL,TALL_S_T0_P08,60,25,36.78445904,1.25417055,44.93094771,32.95046,-87.39327,17.2,1383,135
320,TALL,TALL_S_T0_P09,60,25,10.92916429,1.262641,47.75161871,32.95046,-87.39327,17.2,1383,135
321,TALL,TALL_S_T0_P29,60,25,5.913222753,1.245337553,45.67432422,32.95046,-87.39327,17.2,1383,135
322,TREE,TREE_S_T0_P04,60,25,32.52446265,1.243343345,50.675901,45.49369,-89.58571,4.8,797,472
323,TREE,TREE_S_T0_P14,60,25,29.48843925,1.241702528,53.64196886,45.49369,-89.58571,4.8,797,472
324,TREE,TREE_S_T0_P15,60,25,20.41676753,1.245558836,37.19249992,45.49369,-89.58571,4.8,797,472
325,BART,BART_S_T0_P22,80,25,46.6349975,1.247187655,43.76501409,44.06388,-71.28731,6.2,1325,232
326,BART,BART_S_T0_P23,80,25,59.05432111,1.255970334,46.28329806,44.06388,-71.28731,6.2,1325,232
327,BART,BART_S_T0_P26,80,25,65.55140671,1.252865851,47.06791316,44.06388,-71.28731,6.2,1325,232
328,GRSM,GRSM_S_T0_P14,80,25,21.96572298,1.250995217,40.74361468,35.68896,-83.50195,13.1,1375,579
329,GRSM,GRSM_S_T0_P22,80,25,36.78869518,1.254995348,48.33547542,35.68896,-83.50195,13.1,1375,579
330,GRSM,GRSM_S_T0_P26,80,25,54.35919371,1.253523062,37.43939844,35.68896,-83.50195,13.1,1375,579
331,LENO,LENO_S_T0_P02,80,25,23.10139553,1.254651429,59.09503675,31.85388,-88.16122,18.1,1386,20
332,LENO,LENO_S_T0_P08,80,25,23.9842933,1.237303457,50.40127911,31.85388,-88.16122,18.1,1386,20
333,LENO,LENO_S_T0_P12,80,25,48.08277783,1.265977291,46.45777162,31.85388,-88.16122,18.1,1386,20
334,SERC,SERC_S_T0_P08,80,25,29.04578374,1.26536518,48.25594341,38.89008,-76.56001,13.6,1075,15
335,SERC,SERC_S_T0_P09,80,25,30.41308729,1.235225252,47.67289723,38.89008,-76.56001,13.6,1075,15
336,SERC,SERC_S_T0_P19,80,25,28.12844298,1.249692417,44.6974156,38.89008,-76.56001,13.6,1075,15
337,TALL,TALL_S_T0_P08,80,25,36.78445904,1.294775788,41.17509022,32.95046,-87.39327,17.2,1383,135
338,TALL,TALL_S_T0_P09,80,25,10.92916429,1.250089443,47.07794934,32.95046,-87.39327,17.2,1383,135
339,TALL,TALL_S_T0_P29,80,25,5.913222753,1.249777836,42.6874678,32.95046,-87.39327,17.2,1383,135
340,TREE,TREE_S_T0_P04,80,25,32.52446265,1.261055166,44.69600916,45.49369,-89.58571,4.8,797,472
341,TREE,TREE_S_T0_P14,80,25,29.48843925,1.249420213,47.76350545,45.49369,-89.58571,4.8,797,472
342,TREE,TREE_S_T0_P15,80,25,20.41676753,1.25485088,39.61822765,45.49369,-89.58571,4.8,797,472
343,BART,BART_S_T0_P22,100,25,46.6349975,1.244794411,36.84193264,44.06388,-71.28731,6.2,1325,232
344,BART,BART_S_T0_P23,100,25,59.05432111,1.263901742,38.36887091,44.06388,-71.28731,6.2,1325,232
345,BART,BART_S_T0_P26,100,25,65.55140671,1.253377015,47.29695946,44.06388,-71.28731,6.2,1325,232
346,GRSM,GRSM_S_T0_P14,100,25,21.96572298,1.273317957,45.43098443,35.68896,-83.50195,13.1,1375,579
347,GRSM,GRSM_S_T0_P22,100,25,36.78869518,1.253505161,45.7976269,35.68896,-83.50195,13.1,1375,579
348,GRSM,GRSM_S_T0_P26,100,25,54.35919371,1.249341101,37.27651646,35.68896,-83.50195,13.1,1375,579
349,LENO,LENO_S_T0_P02,100,25,23.10139553,1.237960935,48.51838152,31.85388,-88.16122,18.1,1386,20
350,LENO,LENO_S_T0_P08,100,25,23.9842933,1.247814225,55.84246755,31.85388,-88.16122,18.1,1386,20
351,LENO,LENO_S_T0_P12,100,25,48.08277783,1.257229912,41.28793637,31.85388,-88.16122,18.1,1386,20
352,SERC,SERC_S_T0_P08,100,25,29.04578374,1.251988582,39.54581869,38.89008,-76.56001,13.6,1075,15
353,SERC,SERC_S_T0_P09,100,25,30.41308729,1.252892813,36.00386685,38.89008,-76.56001,13.6,1075,15
354,SERC,SERC_S_T0_P19,100,25,28.12844298,1.257469279,38.84130739,38.89008,-76.56001,13.6,1075,15
355,TALL,TALL_S_T0_P08,100,25,36.78445904,1.244699779,49.76860841,32.95046,-87.39327,17.2,1383,135
356,TALL,TALL_S_T0_P09,100,25,10.92916429,1.25353351,51.76422436,32.95046,-87.39327,17.2,1383,135
357,TALL,TALL_S_T0_P29,100,25,5.913222753,1.253231461,41.43044237,32.95046,-87.39327,17.2,1383,135
358,TREE,TREE_S_T0_P04,100,25,32.52446265,1.256406294,47.55180935,45.49369,-89.58571,4.8,797,472
359,TREE,TREE_S_T0_P14,100,25,29.48843925,1.253340595,41.11099932,45.49369,-89.58571,4.8,797,472
360,TREE,TREE_S_T0_P15,100,25,20.41676753,1.25816576,42.5022964,45.49369,-89.58571,4.8,797,472
361,BART,BART_S_T0_P03,20,15,67.40843535,1.256890864,6.095316411,44.06388,-71.28731,6.2,1325,232
362,BART,BART_S_T0_P20,20,15,49.14695341,1.249893705,5.267867012,44.06388,-71.28731,6.2,1325,232
363,BART,BART_S_T0_P21,20,15,54.40921026,1.258800856,3.5153542,44.06388,-71.28731,6.2,1325,232
364,GRSM,GRSM_S_T0_P03,20,15,48.0938006,1.24212117,3.84264649,35.68896,-83.50195,13.1,1375,579
365,GRSM,GRSM_S_T0_P05,20,15,27.9067089,1.256760807,3.925348747,35.68896,-83.50195,13.1,1375,579
366,GRSM,GRSM_S_T0_P19,20,15,32.66141985,1.266422022,4.188410992,35.68896,-83.50195,13.1,1375,579
367,LENO,LENO_S_T0_P04,20,15,27.95005359,1.238382363,2.418847849,31.85388,-88.16122,18.1,1386,20
368,LENO,LENO_S_T0_P21,20,15,24.6188527,1.252986278,3.325156645,31.85388,-88.16122,18.1,1386,20
369,LENO,LENO_S_T0_P34,20,15,28.09437457,1.243910174,2.619377225,31.85388,-88.16122,18.1,1386,20
370,SERC,SERC_S_T0_P06,20,15,36.38742448,1.253172978,4.316200473,38.89008,-76.56001,13.6,1075,15
371,SERC,SERC_S_T0_P24,20,15,30.3151192,1.252396476,5.043091536,38.89008,-76.56001,13.6,1075,15
372,SERC,SERC_S_T0_P25,20,15,26.96905978,1.259987323,3.254577362,38.89008,-76.56001,13.6,1075,15
373,TALL,TALL_S_T0_P05,20,15,17.98174987,1.243247262,4.137731037,32.95046,-87.39327,17.2,1383,135
374,TALL,TALL_S_T0_P06,20,15,18.1046444,1.235447821,4.541969218,32.95046,-87.39327,17.2,1383,135
375,TALL,TALL_S_T0_P28,20,15,10.59259259,1.261163568,4.496158695,32.95046,-87.39327,17.2,1383,135
376,TREE,TREE_S_T0_P11,20,15,47.46207643,1.242885697,5.153226978,45.49369,-89.58571,4.8,797,472
377,TREE,TREE_S_T0_P31,20,15,17.85232312,1.251866993,4.443050746,45.49369,-89.58571,4.8,797,472
378,TREE,TREE_S_T0_P35,20,15,16.58066187,1.279546915,3.999886107,45.49369,-89.58571,4.8,797,472
379,BART,BART_S_T0_P03,40,15,67.40843535,1.240494342,23.51342847,44.06388,-71.28731,6.2,1325,232
380,BART,BART_S_T0_P20,40,15,49.14695341,1.264186596,25.36817541,44.06388,-71.28731,6.2,1325,232
381,BART,BART_S_T0_P21,40,15,54.40921026,1.238741338,25.38228369,44.06388,-71.28731,6.2,1325,232
382,GRSM,GRSM_S_T0_P03,40,15,48.0938006,1.264414976,24.50213833,35.68896,-83.50195,13.1,1375,579
383,GRSM,GRSM_S_T0_P05,40,15,27.9067089,1.252319112,22.65360768,35.68896,-83.50195,13.1,1375,579
384,GRSM,GRSM_S_T0_P19,40,15,32.66141985,1.256593587,19.25045705,35.68896,-83.50195,13.1,1375,579
385,LENO,LENO_S_T0_P04,40,15,27.95005359,1.244174222,24.57309981,31.85388,-88.16122,18.1,1386,20
386,LENO,LENO_S_T0_P21,40,15,24.6188527,1.250309127,19.64276167,31.85388,-88.16122,18.1,1386,20
387,LENO,LENO_S_T0_P34,40,15,28.09437457,1.26658434,20.84667603,31.85388,-88.16122,18.1,1386,20
388,SERC,SERC_S_T0_P06,40,15,36.38742448,1.257115377,22.1180074,38.89008,-76.56001,13.6,1075,15
389,SERC,SERC_S_T0_P24,40,15,30.3151192,1.265323478,21.15532206,38.89008,-76.56001,13.6,1075,15
390,SERC,SERC_S_T0_P25,40,15,26.96905978,1.246661318,18.21548127,38.89008,-76.56001,13.6,1075,15
391,TALL,TALL_S_T0_P05,40,15,17.98174987,1.244933579,18.49881568,32.95046,-87.39327,17.2,1383,135
392,TALL,TALL_S_T0_P06,40,15,18.1046444,1.23781416,16.84155188,32.95046,-87.39327,17.2,1383,135
393,TALL,TALL_S_T0_P28,40,15,10.59259259,1.246126061,15.4823961,32.95046,-87.39327,17.2,1383,135
394,TREE,TREE_S_T0_P11,40,15,47.46207643,1.236850135,20.94096268,45.49369,-89.58571,4.8,797,472
395,TREE,TREE_S_T0_P31,40,15,17.85232312,1.248314382,23.18175226,45.49369,-89.58571,4.8,797,472
396,TREE,TREE_S_T0_P35,40,15,16.58066187,1.255403815,22.3631729,45.49369,-89.58571,4.8,797,472
397,BART,BART_S_T0_P03,60,15,67.40843535,1.263275782,35.47964545,44.06388,-71.28731,6.2,1325,232
398,BART,BART_S_T0_P20,60,15,49.14695341,1.035640194,28.16864485,44.06388,-71.28731,6.2,1325,232
399,BART,BART_S_T0_P21,60,15,54.40921026,1.246810788,33.44023812,44.06388,-71.28731,6.2,1325,232
400,GRSM,GRSM_S_T0_P03,60,15,48.0938006,1.25536154,33.5647402,35.68896,-83.50195,13.1,1375,579
401,GRSM,GRSM_S_T0_P05,60,15,27.9067089,1.253868649,29.39987237,35.68896,-83.50195,13.1,1375,579
402,GRSM,GRSM_S_T0_P19,60,15,32.66141985,1.240548742,25.77657564,35.68896,-83.50195,13.1,1375,579
403,LENO,LENO_S_T0_P04,60,15,27.95005359,1.248195087,25.80960643,31.85388,-88.16122,18.1,1386,20
404,LENO,LENO_S_T0_P21,60,15,24.6188527,1.253498422,22.98655819,31.85388,-88.16122,18.1,1386,20
405,LENO,LENO_S_T0_P34,60,15,28.09437457,1.252156916,23.0809218,31.85388,-88.16122,18.1,1386,20
406,SERC,SERC_S_T0_P06,60,15,36.38742448,1.254289557,27.25480124,38.89008,-76.56001,13.6,1075,15
407,SERC,SERC_S_T0_P24,60,15,30.3151192,1.26750876,25.15579673,38.89008,-76.56001,13.6,1075,15
408,SERC,SERC_S_T0_P25,60,15,26.96905978,1.249323595,25.12114389,38.89008,-76.56001,13.6,1075,15
409,TALL,TALL_S_T0_P05,60,15,17.98174987,1.250254107,19.95053273,32.95046,-87.39327,17.2,1383,135
410,TALL,TALL_S_T0_P06,60,15,18.1046444,1.251112088,20.61949774,32.95046,-87.39327,17.2,1383,135
411,TALL,TALL_S_T0_P28,60,15,10.59259259,1.261441259,20.29228646,32.95046,-87.39327,17.2,1383,135
412,TREE,TREE_S_T0_P11,60,15,47.46207643,1.287408571,24.95926586,45.49369,-89.58571,4.8,797,472
413,TREE,TREE_S_T0_P31,60,15,17.85232312,1.25893606,25.83894297,45.49369,-89.58571,4.8,797,472
414,TREE,TREE_S_T0_P35,60,15,16.58066187,1.249775951,25.621724,45.49369,-89.58571,4.8,797,472
415,BART,BART_S_T0_P03,80,15,67.40843535,1.258632252,35.47057062,44.06388,-71.28731,6.2,1325,232
416,BART,BART_S_T0_P20,80,15,49.14695341,1.259322021,37.22903542,44.06388,-71.28731,6.2,1325,232
417,BART,BART_S_T0_P21,80,15,54.40921026,1.253489813,31.36884565,44.06388,-71.28731,6.2,1325,232
418,GRSM,GRSM_S_T0_P03,80,15,48.0938006,1.254773539,29.83185182,35.68896,-83.50195,13.1,1375,579
419,GRSM,GRSM_S_T0_P05,80,15,27.9067089,1.235029361,26.44831642,35.68896,-83.50195,13.1,1375,579
420,GRSM,GRSM_S_T0_P19,80,15,32.66141985,1.24511459,30.8244904,35.68896,-83.50195,13.1,1375,579
421,LENO,LENO_S_T0_P04,80,15,27.95005359,1.239716513,29.55289402,31.85388,-88.16122,18.1,1386,20
422,LENO,LENO_S_T0_P21,80,15,24.6188527,1.250849641,26.960006,31.85388,-88.16122,18.1,1386,20
423,LENO,LENO_S_T0_P34,80,15,28.09437457,1.246693578,24.1075292,31.85388,-88.16122,18.1,1386,20
424,SERC,SERC_S_T0_P06,80,15,36.38742448,1.275511637,28.11146882,38.89008,-76.56001,13.6,1075,15
425,SERC,SERC_S_T0_P24,80,15,30.3151192,1.286672843,21.54696504,38.89008,-76.56001,13.6,1075,15
426,SERC,SERC_S_T0_P25,80,15,26.96905978,1.248257086,25.74804308,38.89008,-76.56001,13.6,1075,15
427,TALL,TALL_S_T0_P05,80,15,17.98174987,1.278648341,23.45196219,32.95046,-87.39327,17.2,1383,135
428,TALL,TALL_S_T0_P06,80,15,18.1046444,1.273575469,24.50937707,32.95046,-87.39327,17.2,1383,135
429,TALL,TALL_S_T0_P28,80,15,10.59259259,1.26902994,22.52570165,32.95046,-87.39327,17.2,1383,135
430,TREE,TREE_S_T0_P11,80,15,47.46207643,1.278263941,33.70636743,45.49369,-89.58571,4.8,797,472
431,TREE,TREE_S_T0_P31,80,15,17.85232312,1.247368236,33.29182914,45.49369,-89.58571,4.8,797,472
432,TREE,TREE_S_T0_P35,80,15,16.58066187,1.265580975,31.52423423,45.49369,-89.58571,4.8,797,472
433,BART,BART_S_T0_P03,100,15,67.40843535,1.248164366,38.25703608,44.06388,-71.28731,6.2,1325,232
434,BART,BART_S_T0_P20,100,15,49.14695341,1.256282298,31.45344683,44.06388,-71.28731,6.2,1325,232
435,BART,BART_S_T0_P21,100,15,54.40921026,1.260920802,31.96745202,44.06388,-71.28731,6.2,1325,232
436,GRSM,GRSM_S_T0_P03,100,15,48.0938006,1.247283506,29.29816091,35.68896,-83.50195,13.1,1375,579
437,GRSM,GRSM_S_T0_P05,100,15,27.9067089,1.244376678,33.29190771,35.68896,-83.50195,13.1,1375,579
438,GRSM,GRSM_S_T0_P19,100,15,32.66141985,1.244117687,31.33472935,35.68896,-83.50195,13.1,1375,579
439,LENO,LENO_S_T0_P04,100,15,27.95005359,1.259395356,23.02555535,31.85388,-88.16122,18.1,1386,20
440,LENO,LENO_S_T0_P21,100,15,24.6188527,1.260937814,25.89719376,31.85388,-88.16122,18.1,1386,20
441,LENO,LENO_S_T0_P34,100,15,28.09437457,1.256476017,19.87710926,31.85388,-88.16122,18.1,1386,20
442,SERC,SERC_S_T0_P06,100,15,36.38742448,1.232623362,28.09728471,38.89008,-76.56001,13.6,1075,15
443,SERC,SERC_S_T0_P24,100,15,30.3151192,1.274453564,21.03420916,38.89008,-76.56001,13.6,1075,15
444,SERC,SERC_S_T0_P25,100,15,26.96905978,1.257387164,24.77631108,38.89008,-76.56001,13.6,1075,15
445,TALL,TALL_S_T0_P05,100,15,17.98174987,1.244581876,19.36825871,32.95046,-87.39327,17.2,1383,135
446,TALL,TALL_S_T0_P06,100,15,18.1046444,1.230717286,27.52387089,32.95046,-87.39327,17.2,1383,135
447,TALL,TALL_S_T0_P28,100,15,10.59259259,1.294213388,26.80186666,32.95046,-87.39327,17.2,1383,135
448,TREE,TREE_S_T0_P11,100,15,47.46207643,1.246836638,31.23845624,45.49369,-89.58571,4.8,797,472
449,TREE,TREE_S_T0_P31,100,15,17.85232312,1.253986939,27.39908363,45.49369,-89.58571,4.8,797,472
450,TREE,TREE_S_T0_P35,100,15,16.58066187,1.254750058,35.93933948,45.49369,-89.58571,4.8,797,472
451,BART,BART_S_T0_P03,20,25,67.40843535,1.246307159,22.6421063,44.06388,-71.28731,6.2,1325,232
452,BART,BART_S_T0_P20,20,25,49.14695341,1.246388323,13.01708798,44.06388,-71.28731,6.2,1325,232
453,BART,BART_S_T0_P21,20,25,54.40921026,1.252296599,15.07059746,44.06388,-71.28731,6.2,1325,232
454,GRSM,GRSM_S_T0_P03,20,25,48.0938006,1.242658819,15.24214067,35.68896,-83.50195,13.1,1375,579
455,GRSM,GRSM_S_T0_P05,20,25,27.9067089,1.242195154,13.36022819,35.68896,-83.50195,13.1,1375,579
456,GRSM,GRSM_S_T0_P19,20,25,32.66141985,1.263728269,16.65534194,35.68896,-83.50195,13.1,1375,579
457,LENO,LENO_S_T0_P04,20,25,27.95005359,1.243422391,20.1181208,31.85388,-88.16122,18.1,1386,20
458,LENO,LENO_S_T0_P21,20,25,24.6188527,1.259952776,16.10011106,31.85388,-88.16122,18.1,1386,20
459,LENO,LENO_S_T0_P34,20,25,28.09437457,1.242546945,16.95169733,31.85388,-88.16122,18.1,1386,20
460,SERC,SERC_S_T0_P06,20,25,36.38742448,1.248761979,18.24185426,38.89008,-76.56001,13.6,1075,15
461,SERC,SERC_S_T0_P24,20,25,30.3151192,1.25038034,19.34050172,38.89008,-76.56001,13.6,1075,15
