lab.id,site,unique.id,moisture.trt,temp.trt,cumulativeCO2Flux,GWC,VWC,soil.pH,Latitude,Longitude,MAT_c,MAP_mm,Elevation_m
214,TREE,TREE_S_T0_P04,40,15,1.792582652,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
215,TREE,TREE_S_T0_P14,40,15,2.293853107,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
216,TREE,TREE_S_T0_P15,40,15,1.630884315,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
217,BART,BART_S_T0_P22,60,15,2.858507877,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
218,BART,BART_S_T0_P23,60,15,3.271986446,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
219,BART,BART_S_T0_P26,60,15,3.218843872,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
220,GRSM,GRSM_S_T0_P14,60,15,2.74256826,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
221,GRSM,GRSM_S_T0_P22,60,15,3.156946965,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
222,GRSM,GRSM_S_T0_P26,60,15,3.559427933,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
223,LENO,LENO_S_T0_P02,60,15,2.454984394,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
224,LENO,LENO_S_T0_P08,60,15,2.369772164,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
225,LENO,LENO_S_T0_P12,60,15,2.564977765,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
226,SERC,SERC_S_T0_P08,60,15,2.729030278,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
227,SERC,SERC_S_T0_P09,60,15,2.414230273,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
228,SERC,SERC_S_T0_P19,60,15,2.513862657,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
229,TALL,TALL_S_T0_P08,60,15,2.028439639,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
230,TALL,TALL_S_T0_P09,60,15,2.286782579,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
231,TALL,TALL_S_T0_P29,60,15,2.013820542,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
232,TREE,TREE_S_T0_P04,60,15,2.245304604,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
233,TREE,TREE_S_T0_P14,60,15,2.548819225,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
234,TREE,TREE_S_T0_P15,60,15,2.384441171,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
235,BART,BART_S_T0_P22,80,15,2.693562551,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
236,BART,BART_S_T0_P23,80,15,3.18933139,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
237,BART,BART_S_T0_P26,80,15,3.206237617,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
238,GRSM,GRSM_S_T0_P14,80,15,2.948642885,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
239,GRSM,GRSM_S_T0_P22,80,15,3.04233277,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
240,GRSM,GRSM_S_T0_P26,80,15,3.010419492,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
241,LENO,LENO_S_T0_P02,80,15,2.25716506,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
242,LENO,LENO_S_T0_P08,80,15,2.850979293,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
243,LENO,LENO_S_T0_P12,80,15,2.637569068,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
244,SERC,SERC_S_T0_P08,80,15,2.434847102,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
245,SERC,SERC_S_T0_P09,80,15,2.557550174,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
246,SERC,SERC_S_T0_P19,80,15,1.98210703,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
247,TALL,TALL_S_T0_P08,80,15,2.589425097,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
248,TALL,TALL_S_T0_P09,80,15,2.405994971,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
249,TALL,TALL_S_T0_P29,80,15,2.404969027,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
250,TREE,TREE_S_T0_P04,80,15,2.416455387,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
251,TREE,TREE_S_T0_P14,80,15,2.941621325,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
252,TREE,TREE_S_T0_P15,80,15,2.515446574,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
253,BART,BART_S_T0_P22,100,15,2.381791448,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
254,BART,BART_S_T0_P23,100,15,2.914603688,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
255,BART,BART_S_T0_P26,100,15,3.347992043,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
256,GRSM,GRSM_S_T0_P14,100,15,2.801871734,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
257,GRSM,GRSM_S_T0_P22,100,15,2.514349788,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
258,GRSM,GRSM_S_T0_P26,100,15,2.61100476,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
259,LENO,LENO_S_T0_P02,100,15,2.729622569,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
260,LENO,LENO_S_T0_P08,100,15,2.849060829,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
261,LENO,LENO_S_T0_P12,100,15,2.274630462,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
262,SERC,SERC_S_T0_P08,100,15,2.736595839,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
263,SERC,SERC_S_T0_P09,100,15,2.419669882,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
264,SERC,SERC_S_T0_P19,100,15,2.067870514,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
265,TALL,TALL_S_T0_P08,100,15,2.045451585,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
266,TALL,TALL_S_T0_P09,100,15,2.752880654,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
267,TALL,TALL_S_T0_P29,100,15,2.547130353,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
268,TREE,TREE_S_T0_P04,100,15,2.769837709,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
269,TREE,TREE_S_T0_P14,100,15,3.024863237,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
270,TREE,TREE_S_T0_P15,100,15,2.355466941,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
271,BART,BART_S_T0_P22,20,25,1.694933378,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
272,BART,BART_S_T0_P23,20,25,1.721358238,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
273,BART,BART_S_T0_P26,20,25,1.282202082,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
274,GRSM,GRSM_S_T0_P14,20,25,1.52239629,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
275,GRSM,GRSM_S_T0_P22,20,25,2.132080137,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
276,GRSM,GRSM_S_T0_P26,20,25,0.864955887,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
277,LENO,LENO_S_T0_P02,20,25,0.610736521,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
278,LENO,LENO_S_T0_P08,20,25,0.704307059,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
279,LENO,LENO_S_T0_P12,20,25,2.280303706,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
280,SERC,SERC_S_T0_P08,20,25,1.440492112,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
281,SERC,SERC_S_T0_P09,20,25,1.192752351,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
282,SERC,SERC_S_T0_P19,20,25,0.72563582,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
283,TALL,TALL_S_T0_P08,20,25,1.324177007,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
284,TALL,TALL_S_T0_P09,20,25,0.823566958,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
285,TALL,TALL_S_T0_P29,20,25,1.00131902,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
286,TREE,TREE_S_T0_P04,20,25,1.192836135,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
287,TREE,TREE_S_T0_P14,20,25,1.271827095,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
288,TREE,TREE_S_T0_P15,20,25,1.231830212,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
289,BART,BART_S_T0_P22,40,25,4.15023168,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
290,BART,BART_S_T0_P23,40,25,3.693401607,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
291,BART,BART_S_T0_P26,40,25,4.571369802,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
292,GRSM,GRSM_S_T0_P14,40,25,9.550377657,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
293,GRSM,GRSM_S_T0_P22,40,25,4.529695203,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
294,GRSM,GRSM_S_T0_P26,40,25,4.288594956,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
295,LENO,LENO_S_T0_P02,40,25,5.033229998,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
296,LENO,LENO_S_T0_P08,40,25,3.790305923,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
297,LENO,LENO_S_T0_P12,40,25,4.613370598,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
298,SERC,SERC_S_T0_P08,40,25,5.028540283,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
299,SERC,SERC_S_T0_P09,40,25,4.76368111,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
300,SERC,SERC_S_T0_P19,40,25,3.965346461,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
301,TALL,TALL_S_T0_P08,40,25,4.918270362,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
302,TALL,TALL_S_T0_P09,40,25,4.277404247,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
303,TALL,TALL_S_T0_P29,40,25,4.693711487,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
304,TREE,TREE_S_T0_P04,40,25,3.486660054,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
305,TREE,TREE_S_T0_P14,40,25,3.693394318,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
306,TREE,TREE_S_T0_P15,40,25,3.658249503,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
307,BART,BART_S_T0_P22,60,25,4.453301375,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
308,BART,BART_S_T0_P23,60,25,3.724206009,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
309,BART,BART_S_T0_P26,60,25,5.606245975,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
310,GRSM,GRSM_S_T0_P14,60,25,4.787254981,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
311,GRSM,GRSM_S_T0_P22,60,25,4.454221636,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
312,GRSM,GRSM_S_T0_P26,60,25,4.614040568,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
313,LENO,LENO_S_T0_P02,60,25,5.45561692,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
314,LENO,LENO_S_T0_P08,60,25,4.409378881,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
315,LENO,LENO_S_T0_P12,60,25,4.420213778,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
316,SERC,SERC_S_T0_P08,60,25,4.245751535,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
317,SERC,SERC_S_T0_P09,60,25,4.273184584,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
318,SERC,SERC_S_T0_P19,60,25,4.545983802,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
319,TALL,TALL_S_T0_P08,60,25,4.493094771,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
320,TALL,TALL_S_T0_P09,60,25,4.775161871,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
321,TALL,TALL_S_T0_P29,60,25,4.567432422,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
322,TREE,TREE_S_T0_P04,60,25,5.0675901,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
323,TREE,TREE_S_T0_P14,60,25,5.364196886,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
324,TREE,TREE_S_T0_P15,60,25,3.719249992,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
325,BART,BART_S_T0_P22,80,25,4.376501409,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
326,BART,BART_S_T0_P23,80,25,4.628329806,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
327,BART,BART_S_T0_P26,80,25,4.706791316,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
328,GRSM,GRSM_S_T0_P14,80,25,4.074361468,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
329,GRSM,GRSM_S_T0_P22,80,25,4.833547542,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
330,GRSM,GRSM_S_T0_P26,80,25,3.743939844,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
331,LENO,LENO_S_T0_P02,80,25,5.909503675,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
332,LENO,LENO_S_T0_P08,80,25,5.040127911,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
333,LENO,LENO_S_T0_P12,80,25,4.645777162,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
334,SERC,SERC_S_T0_P08,80,25,4.825594341,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
335,SERC,SERC_S_T0_P09,80,25,4.767289723,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
336,SERC,SERC_S_T0_P19,80,25,4.46974156,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
337,TALL,TALL_S_T0_P08,80,25,4.117509022,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
338,TALL,TALL_S_T0_P09,80,25,4.707794934,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
339,TALL,TALL_S_T0_P29,80,25,4.26874678,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
340,TREE,TREE_S_T0_P04,80,25,4.469600916,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
341,TREE,TREE_S_T0_P14,80,25,4.776350545,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
342,TREE,TREE_S_T0_P15,80,25,3.961822765,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
343,BART,BART_S_T0_P22,100,25,3.684193264,46.6349975,17.7,4.43,44.06388,-71.28731,6.2,1325,232
344,BART,BART_S_T0_P23,100,25,3.836887091,59.05432111,25.86666667,4.27,44.06388,-71.28731,6.2,1325,232
345,BART,BART_S_T0_P26,100,25,4.729695946,65.55140671,32.33333333,5.18,44.06388,-71.28731,6.2,1325,232
346,GRSM,GRSM_S_T0_P14,100,25,4.543098443,21.96572298,8.8,4.66,35.68896,-83.50195,13.1,1375,579
347,GRSM,GRSM_S_T0_P22,100,25,4.57976269,36.78869518,24.03333333,4.59,35.68896,-83.50195,13.1,1375,579
348,GRSM,GRSM_S_T0_P26,100,25,3.727651646,54.35919371,49.6,5.3,35.68896,-83.50195,13.1,1375,579
349,LENO,LENO_S_T0_P02,100,25,4.851838152,23.10139553,19.2,5.5,31.85388,-88.16122,18.1,1386,20
350,LENO,LENO_S_T0_P08,100,25,5.584246755,23.9842933,23.83333333,5.81,31.85388,-88.16122,18.1,1386,20
351,LENO,LENO_S_T0_P12,100,25,4.128793637,48.08277783,49.7,4.87,31.85388,-88.16122,18.1,1386,20
352,SERC,SERC_S_T0_P08,100,25,3.954581869,29.04578374,31.6,5.48,38.89008,-76.56001,13.6,1075,15
353,SERC,SERC_S_T0_P09,100,25,3.600386685,30.41308729,34,4.83,38.89008,-76.56001,13.6,1075,15
354,SERC,SERC_S_T0_P19,100,25,3.884130739,28.12844298,38.93333333,6.54,38.89008,-76.56001,13.6,1075,15
355,TALL,TALL_S_T0_P08,100,25,4.976860841,36.78445904,45.4,4.61,32.95046,-87.39327,17.2,1383,135
356,TALL,TALL_S_T0_P09,100,25,5.176422436,10.92916429,6.1,4.86,32.95046,-87.39327,17.2,1383,135
357,TALL,TALL_S_T0_P29,100,25,4.143044237,5.913222753,1.533333333,4.93,32.95046,-87.39327,17.2,1383,135
358,TREE,TREE_S_T0_P04,100,25,4.755180935,32.52446265,26.4,4.5,45.49369,-89.58571,4.8,797,472
359,TREE,TREE_S_T0_P14,100,25,4.111099932,29.48843925,18.13333333,5.31,45.49369,-89.58571,4.8,797,472
360,TREE,TREE_S_T0_P15,100,25,4.25022964,20.41676753,19.23333333,4.71,45.49369,-89.58571,4.8,797,472
361,BART,BART_S_T0_P03,20,15,0.609531641,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
362,BART,BART_S_T0_P20,20,15,0.526786701,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
363,BART,BART_S_T0_P21,20,15,0.35153542,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
364,GRSM,GRSM_S_T0_P03,20,15,0.384264649,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
365,GRSM,GRSM_S_T0_P05,20,15,0.392534875,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
366,GRSM,GRSM_S_T0_P19,20,15,0.418841099,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
367,LENO,LENO_S_T0_P04,20,15,0.241884785,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
368,LENO,LENO_S_T0_P21,20,15,0.332515665,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
369,LENO,LENO_S_T0_P34,20,15,0.261937723,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
370,SERC,SERC_S_T0_P06,20,15,0.431620047,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
371,SERC,SERC_S_T0_P24,20,15,0.504309154,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
372,SERC,SERC_S_T0_P25,20,15,0.325457736,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
373,TALL,TALL_S_T0_P05,20,15,0.413773104,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
374,TALL,TALL_S_T0_P06,20,15,0.454196922,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
375,TALL,TALL_S_T0_P28,20,15,0.44961587,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
376,TREE,TREE_S_T0_P11,20,15,0.515322698,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
377,TREE,TREE_S_T0_P31,20,15,0.444305075,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
378,TREE,TREE_S_T0_P35,20,15,0.399988611,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
379,BART,BART_S_T0_P03,40,15,2.351342847,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
380,BART,BART_S_T0_P20,40,15,2.536817541,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
381,BART,BART_S_T0_P21,40,15,2.538228369,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
382,GRSM,GRSM_S_T0_P03,40,15,2.450213833,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
383,GRSM,GRSM_S_T0_P05,40,15,2.265360768,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
384,GRSM,GRSM_S_T0_P19,40,15,1.925045705,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
385,LENO,LENO_S_T0_P04,40,15,2.457309981,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
386,LENO,LENO_S_T0_P21,40,15,1.964276167,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
387,LENO,LENO_S_T0_P34,40,15,2.084667603,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
388,SERC,SERC_S_T0_P06,40,15,2.21180074,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
389,SERC,SERC_S_T0_P24,40,15,2.115532206,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
390,SERC,SERC_S_T0_P25,40,15,1.821548127,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
391,TALL,TALL_S_T0_P05,40,15,1.849881568,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
392,TALL,TALL_S_T0_P06,40,15,1.684155188,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
393,TALL,TALL_S_T0_P28,40,15,1.54823961,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
394,TREE,TREE_S_T0_P11,40,15,2.094096268,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
395,TREE,TREE_S_T0_P31,40,15,2.318175226,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
396,TREE,TREE_S_T0_P35,40,15,2.23631729,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
397,BART,BART_S_T0_P03,60,15,3.547964545,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
398,BART,BART_S_T0_P20,60,15,2.816864485,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
399,BART,BART_S_T0_P21,60,15,3.344023812,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
400,GRSM,GRSM_S_T0_P03,60,15,3.35647402,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
401,GRSM,GRSM_S_T0_P05,60,15,2.939987237,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
402,GRSM,GRSM_S_T0_P19,60,15,2.577657564,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
403,LENO,LENO_S_T0_P04,60,15,2.580960643,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
404,LENO,LENO_S_T0_P21,60,15,2.298655819,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
405,LENO,LENO_S_T0_P34,60,15,2.30809218,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
406,SERC,SERC_S_T0_P06,60,15,2.725480124,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
407,SERC,SERC_S_T0_P24,60,15,2.515579673,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
408,SERC,SERC_S_T0_P25,60,15,2.512114389,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
409,TALL,TALL_S_T0_P05,60,15,1.995053273,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
410,TALL,TALL_S_T0_P06,60,15,2.061949774,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
411,TALL,TALL_S_T0_P28,60,15,2.029228646,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
412,TREE,TREE_S_T0_P11,60,15,2.495926586,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
413,TREE,TREE_S_T0_P31,60,15,2.583894297,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
414,TREE,TREE_S_T0_P35,60,15,2.5621724,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
415,BART,BART_S_T0_P03,80,15,3.547057062,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
416,BART,BART_S_T0_P20,80,15,3.722903542,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
417,BART,BART_S_T0_P21,80,15,3.136884565,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
418,GRSM,GRSM_S_T0_P03,80,15,2.983185182,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
419,GRSM,GRSM_S_T0_P05,80,15,2.644831642,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
420,GRSM,GRSM_S_T0_P19,80,15,3.08244904,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
421,LENO,LENO_S_T0_P04,80,15,2.955289402,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
422,LENO,LENO_S_T0_P21,80,15,2.6960006,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
423,LENO,LENO_S_T0_P34,80,15,2.41075292,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
424,SERC,SERC_S_T0_P06,80,15,2.811146882,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
425,SERC,SERC_S_T0_P24,80,15,2.154696504,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
426,SERC,SERC_S_T0_P25,80,15,2.574804308,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
427,TALL,TALL_S_T0_P05,80,15,2.345196219,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
428,TALL,TALL_S_T0_P06,80,15,2.450937707,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
429,TALL,TALL_S_T0_P28,80,15,2.252570165,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
430,TREE,TREE_S_T0_P11,80,15,3.370636743,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
431,TREE,TREE_S_T0_P31,80,15,3.329182914,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
432,TREE,TREE_S_T0_P35,80,15,3.152423423,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
433,BART,BART_S_T0_P03,100,15,3.825703608,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
434,BART,BART_S_T0_P20,100,15,3.145344683,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
435,BART,BART_S_T0_P21,100,15,3.196745202,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
